timestamp,timestamp_ms,method,scenario,est_x,est_y,gt_x,gt_y,error_m,raw_error_m,is_outlier
2026-04-01T21:41:33.337Z,1775079693337,kalman,Tag in the middle - C3,6.3200,3.1400,4.8000,4.7700,2.2287,2.2287,0
2026-04-01T21:41:33.937Z,1775079693937,fp,Tag in the middle - C3,4.3050,4.9675,4.8000,4.7700,0.5329,0.5329,0
2026-04-01T21:41:34.507Z,1775079694507,gp,Tag in the middle - C3,3.7700,7.6900,4.8000,4.7700,3.0963,3.0963,0
2026-04-01T21:41:35.272Z,1775079695272,rssi,Tag in the middle - C3,5.6900,4.5700,4.8000,4.7700,0.9122,0.9122,0
2026-04-01T21:41:35.829Z,1775079695829,rssi,Tag in the middle - C3,6.1500,3.6200,4.8000,4.7700,1.7734,1.7734,0
2026-04-01T21:41:36.399Z,1775079696399,raw,Tag in the middle - C3,5.6800,4.2800,4.8000,4.7700,1.0072,1.0072,0
2026-04-01T21:41:36.979Z,1775079696979,raw,Tag in the middle - C3,6.1400,3.4500,4.8000,4.7700,1.8810,1.8810,0
2026-04-01T21:41:37.561Z,1775079697561,kalman,Tag in the middle - C3,5.7500,4.1300,4.8000,4.7700,1.1455,1.1455,0
2026-04-01T21:41:38.126Z,1775079698126,kalman,Tag in the middle - C3,6.2500,3.2500,4.8000,4.7700,2.1007,2.1007,0
2026-04-01T21:41:38.677Z,1775079698677,fp,Tag in the middle - C3,4.3050,4.9675,4.8000,4.7700,0.5329,0.5329,0
2026-04-01T21:41:39.239Z,1775079699239,gp,Tag in the middle - C3,3.7700,7.6900,4.8000,4.7700,3.0963,3.0963,0
2026-04-01T21:43:12.038Z,1775079792038,rssi,Tag in the middle - C3,5.3200,4.6200,4.8000,4.7700,0.5412,0.5412,0
2026-04-01T21:43:12.658Z,1775079792658,rssi,Tag in the middle - C3,5.5400,3.8500,4.8000,4.7700,1.1807,1.1807,0
2026-04-01T21:43:13.246Z,1775079793246,raw,Tag in the middle - C3,5.4400,4.5400,4.8000,4.7700,0.6801,0.6801,0
2026-04-01T21:43:13.824Z,1775079793824,raw,Tag in the middle - C3,5.8100,3.8200,4.8000,4.7700,1.3866,1.3866,0
2026-04-01T21:43:14.421Z,1775079794421,kalman,Tag in the middle - C3,5.4000,4.4900,4.8000,4.7700,0.6621,0.6621,0
2026-04-01T21:43:15.031Z,1775079795031,kalman,Tag in the middle - C3,5.7600,3.7500,4.8000,4.7700,1.4007,1.4007,0
2026-04-01T21:43:15.634Z,1775079795634,fp,Tag in the middle - C3,4.3050,4.9675,4.8000,4.7700,0.5329,0.5329,0
2026-04-01T21:43:16.220Z,1775079796220,gp,Tag in the middle - C3,3.4900,7.8100,4.8000,4.7700,3.3102,3.3102,0
2026-04-01T21:43:16.795Z,1775079796795,rssi,Tag in the middle - C3,5.1600,4.5000,4.8000,4.7700,0.4500,0.4500,0
2026-04-01T21:43:17.362Z,1775079797362,rssi,Tag in the middle - C3,5.6300,3.8000,4.8000,4.7700,1.2766,1.2766,0
2026-04-01T21:43:17.943Z,1775079797943,raw,Tag in the middle - C3,5.4400,4.5400,4.8000,4.7700,0.6801,0.6801,0
2026-04-01T21:43:18.541Z,1775079798541,raw,Tag in the middle - C3,5.8100,3.8200,4.8000,4.7700,1.3866,1.3866,0
2026-04-01T21:43:19.122Z,1775079799122,kalman,Tag in the middle - C3,5.4200,4.5100,4.8000,4.7700,0.6723,0.6723,0
2026-04-01T21:43:19.703Z,1775079799703,kalman,Tag in the middle - C3,5.7800,3.7800,4.8000,4.7700,1.3930,1.3930,0
2026-04-01T21:43:20.289Z,1775079800289,fp,Tag in the middle - C3,4.3050,4.9675,4.8000,4.7700,0.5329,0.5329,0
2026-04-01T21:43:20.868Z,1775079800868,gp,Tag in the middle - C3,3.4900,7.8100,4.8000,4.7700,3.3102,3.3102,0
2026-04-01T21:44:30.555Z,1775079870555,rssi,Tag in the middle - C3,4.0800,4.5900,4.8000,4.7700,0.7422,0.7422,0
2026-04-01T21:44:31.148Z,1775079871148,rssi,Tag in the middle - C3,3.9100,3.9800,4.8000,4.7700,1.1900,1.1900,0
2026-04-01T21:44:31.744Z,1775079871744,raw,Tag in the middle - C3,4.0800,4.5900,4.8000,4.7700,0.7422,0.7422,0
2026-04-01T21:44:32.435Z,1775079872435,raw,Tag in the middle - C3,4.1000,3.9400,4.8000,4.7700,1.0858,1.0858,0
2026-04-01T21:44:33.121Z,1775079873121,kalman,Tag in the middle - C3,4.3100,4.5000,4.8000,4.7700,0.5595,0.5595,0
2026-04-01T21:44:33.799Z,1775079873799,kalman,Tag in the middle - C3,4.4000,3.8100,4.8000,4.7700,1.0400,1.0400,0
2026-04-01T21:44:34.468Z,1775079874468,fp,Tag in the middle - C3,4.3050,6.9545,4.8000,4.7700,2.2399,2.2399,0
2026-04-01T21:44:35.051Z,1775079875051,gp,Tag in the middle - C3,2.8800,5.2000,4.8000,4.7700,1.9676,1.9676,0
2026-04-01T21:44:35.623Z,1775079875623,rssi,Tag in the middle - C3,3.7500,4.6100,4.8000,4.7700,1.0621,1.0621,0
2026-04-01T21:44:36.192Z,1775079876192,rssi,Tag in the middle - C3,3.9100,3.9800,4.8000,4.7700,1.1900,1.1900,0
2026-04-01T21:44:36.759Z,1775079876759,raw,Tag in the middle - C3,4.0800,4.5900,4.8000,4.7700,0.7422,0.7422,0
2026-04-01T21:44:37.340Z,1775079877340,raw,Tag in the middle - C3,4.1000,3.9400,4.8000,4.7700,1.0858,1.0858,0
2026-04-01T21:44:37.929Z,1775079877929,kalman,Tag in the middle - C3,4.2200,4.5300,4.8000,4.7700,0.6277,0.6277,0
2026-04-01T21:44:38.493Z,1775079878493,kalman,Tag in the middle - C3,4.2800,3.8600,4.8000,4.7700,1.0481,1.0481,0
2026-04-01T21:44:39.045Z,1775079879045,fp,Tag in the middle - C3,4.3050,6.9545,4.8000,4.7700,2.2399,2.2399,0
2026-04-01T21:44:39.592Z,1775079879592,gp,Tag in the middle - C3,2.8800,5.2000,4.8000,4.7700,1.9676,1.9676,0
2026-04-01T21:46:12.325Z,1775079972325,rssi,Tag in the middle - C3,4.0700,5.3600,4.8000,4.7700,0.9386,0.9386,0
2026-04-01T21:46:12.941Z,1775079972941,rssi,Tag in the middle - C3,4.1100,4.9000,4.8000,4.7700,0.7021,0.7021,0
2026-04-01T21:46:13.534Z,1775079973534,raw,Tag in the middle - C3,4.1300,5.4800,4.8000,4.7700,0.9762,0.9762,0
2026-04-01T21:46:14.131Z,1775079974131,raw,Tag in the middle - C3,4.1900,5.1000,4.8000,4.7700,0.6935,0.6935,0
2026-04-01T21:46:14.719Z,1775079974719,kalman,Tag in the middle - C3,4.1300,5.2800,4.8000,4.7700,0.8420,0.8420,0
2026-04-01T21:46:15.292Z,1775079975292,kalman,Tag in the middle - C3,4.1800,4.8400,4.8000,4.7700,0.6239,0.6239,0
2026-04-01T21:46:15.864Z,1775079975864,fp,Tag in the middle - C3,4.3055,0.9935,4.8000,4.7700,3.8087,3.8087,0
2026-04-01T21:46:16.445Z,1775079976445,gp,Tag in the middle - C3,3.8000,3.3800,4.8000,4.7700,1.7123,1.7123,0
2026-04-01T21:46:17.027Z,1775079977027,rssi,Tag in the middle - C3,4.0700,5.2900,4.8000,4.7700,0.8963,0.8963,0
2026-04-01T21:46:17.602Z,1775079977602,rssi,Tag in the middle - C3,4.1500,4.9800,4.8000,4.7700,0.6831,0.6831,0
2026-04-01T21:46:18.162Z,1775079978162,raw,Tag in the middle - C3,4.1300,5.4800,4.8000,4.7700,0.9762,0.9762,0
2026-04-01T21:46:18.726Z,1775079978726,raw,Tag in the middle - C3,4.1900,5.1000,4.8000,4.7700,0.6935,0.6935,0
2026-04-01T21:46:19.283Z,1775079979283,kalman,Tag in the middle - C3,4.1300,5.3600,4.8000,4.7700,0.8927,0.8927,0
2026-04-01T21:46:19.868Z,1775079979868,kalman,Tag in the middle - C3,4.1900,4.9400,4.8000,4.7700,0.6332,0.6332,0
2026-04-01T21:46:20.453Z,1775079980453,fp,Tag in the middle - C3,4.3055,0.9935,4.8000,4.7700,3.8087,3.8087,0
2026-04-01T21:46:21.018Z,1775079981018,gp,Tag in the middle - C3,3.8000,3.3800,4.8000,4.7700,1.7123,1.7123,0
2026-04-01T21:47:53.754Z,1775080073754,rssi,Tag in the middle - C3,3.5500,6.4900,4.8200,3.7700,3.0019,3.0019,0
2026-04-01T21:47:54.571Z,1775080074571,rssi,Tag in the middle - C3,3.2900,6.4400,4.8200,3.7700,3.0773,3.0773,0
2026-04-01T21:47:55.141Z,1775080075141,raw,Tag in the middle - C3,3.5500,6.4900,4.8200,3.7700,3.0019,3.0019,0
2026-04-01T21:47:55.926Z,1775080075926,raw,Tag in the middle - C3,3.3700,6.5000,4.8200,3.7700,3.0912,3.0912,0
2026-04-01T21:47:56.506Z,1775080076506,kalman,Tag in the middle - C3,3.6500,6.2000,4.8200,3.7700,2.6970,2.6970,0
2026-04-01T21:47:57.094Z,1775080077094,kalman,Tag in the middle - C3,3.5200,6.1100,4.8200,3.7700,2.6769,2.6769,0
2026-04-01T21:47:57.680Z,1775080077680,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:47:58.244Z,1775080078244,gp,Tag in the middle - C3,4.1700,3.4700,4.8200,3.7700,0.7159,0.7159,0
2026-04-01T21:47:58.809Z,1775080078809,rssi,Tag in the middle - C3,3.4400,6.3800,4.8200,3.7700,2.9524,2.9524,0
2026-04-01T21:47:59.572Z,1775080079572,rssi,Tag in the middle - C3,3.2900,6.4400,4.8200,3.7700,3.0773,3.0773,0
2026-04-01T21:48:00.344Z,1775080080344,raw,Tag in the middle - C3,3.5500,6.4900,4.8200,3.7700,3.0019,3.0019,0
2026-04-01T21:48:00.916Z,1775080080916,raw,Tag in the middle - C3,3.3700,6.5000,4.8200,3.7700,3.0912,3.0912,0
2026-04-01T21:48:01.489Z,1775080081489,kalman,Tag in the middle - C3,3.6100,6.3200,4.8200,3.7700,2.8225,2.8225,0
2026-04-01T21:48:02.038Z,1775080082038,kalman,Tag in the middle - C3,3.4600,6.2600,4.8200,3.7700,2.8372,2.8372,0
2026-04-01T21:48:02.599Z,1775080082599,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:48:03.177Z,1775080083177,gp,Tag in the middle - C3,4.1700,3.4700,4.8200,3.7700,0.7159,0.7159,0
2026-04-01T21:49:12.931Z,1775080152931,rssi,Tag in the middle - C3,3.7600,6.5800,4.8200,3.7700,3.0033,3.0033,0
2026-04-01T21:49:13.714Z,1775080153714,rssi,Tag in the middle - C3,3.5500,6.7400,4.8200,3.7700,3.2301,3.2301,0
2026-04-01T21:49:14.283Z,1775080154283,raw,Tag in the middle - C3,3.7600,6.5800,4.8200,3.7700,3.0033,3.0033,0
2026-04-01T21:49:15.062Z,1775080155062,raw,Tag in the middle - C3,3.6300,6.5800,4.8200,3.7700,3.0516,3.0516,0
2026-04-01T21:49:15.637Z,1775080155637,kalman,Tag in the middle - C3,3.7000,6.5700,4.8200,3.7700,3.0157,3.0157,0
2026-04-01T21:49:16.199Z,1775080156199,kalman,Tag in the middle - C3,3.5500,6.5800,4.8200,3.7700,3.0837,3.0837,0
2026-04-01T21:49:16.759Z,1775080156759,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:49:17.318Z,1775080157318,gp,Tag in the middle - C3,4.2900,4.7400,4.8200,3.7700,1.1054,1.1054,0
2026-04-01T21:49:17.879Z,1775080157879,rssi,Tag in the middle - C3,3.6500,6.8200,4.8200,3.7700,3.2667,3.2667,0
2026-04-01T21:49:18.475Z,1775080158475,rssi,Tag in the middle - C3,3.5500,6.7400,4.8200,3.7700,3.2301,3.2301,0
2026-04-01T21:49:19.065Z,1775080159065,raw,Tag in the middle - C3,3.7600,6.5800,4.8200,3.7700,3.0033,3.0033,0
2026-04-01T21:49:19.633Z,1775080159633,raw,Tag in the middle - C3,3.6300,6.5800,4.8200,3.7700,3.0516,3.0516,0
2026-04-01T21:49:20.192Z,1775080160192,kalman,Tag in the middle - C3,3.7200,6.5700,4.8200,3.7700,3.0083,3.0083,0
2026-04-01T21:49:20.756Z,1775080160756,kalman,Tag in the middle - C3,3.5800,6.5800,4.8200,3.7700,3.0714,3.0714,0
2026-04-01T21:49:21.311Z,1775080161311,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:49:21.889Z,1775080161889,gp,Tag in the middle - C3,4.2900,4.7400,4.8200,3.7700,1.1054,1.1054,0
2026-04-01T21:50:54.630Z,1775080254630,rssi,Tag in the middle - C3,3.5400,6.4000,4.8200,3.7700,2.9249,2.9249,0
2026-04-01T21:50:55.218Z,1775080255218,rssi,Tag in the middle - C3,3.4700,6.6100,4.8200,3.7700,3.1445,3.1445,0
2026-04-01T21:50:55.784Z,1775080255784,raw,Tag in the middle - C3,3.7700,6.5900,4.8200,3.7700,3.0091,3.0091,0
2026-04-01T21:50:56.361Z,1775080256361,raw,Tag in the middle - C3,3.6300,6.5800,4.8200,3.7700,3.0516,3.0516,0
2026-04-01T21:50:56.940Z,1775080256940,kalman,Tag in the middle - C3,3.7200,6.6000,4.8200,3.7700,3.0363,3.0363,0
2026-04-01T21:50:57.523Z,1775080257523,kalman,Tag in the middle - C3,3.5800,6.6100,4.8200,3.7700,3.0989,3.0989,0
2026-04-01T21:50:58.092Z,1775080258092,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:50:58.653Z,1775080258653,gp,Tag in the middle - C3,4.4000,4.6600,4.8200,3.7700,0.9841,0.9841,0
2026-04-01T21:50:59.211Z,1775080259211,rssi,Tag in the middle - C3,3.7300,6.7500,4.8200,3.7700,3.1731,3.1731,0
2026-04-01T21:50:59.798Z,1775080259798,rssi,Tag in the middle - C3,3.6100,6.7000,4.8200,3.7700,3.1700,3.1700,0
2026-04-01T21:51:00.403Z,1775080260403,raw,Tag in the middle - C3,3.7700,6.5900,4.8200,3.7700,3.0091,3.0091,0
2026-04-01T21:51:00.997Z,1775080260997,raw,Tag in the middle - C3,3.6300,6.5800,4.8200,3.7700,3.0516,3.0516,0
2026-04-01T21:51:01.576Z,1775080261576,kalman,Tag in the middle - C3,3.7400,6.5900,4.8200,3.7700,3.0197,3.0197,0
2026-04-01T21:51:02.132Z,1775080262132,kalman,Tag in the middle - C3,3.6000,6.6000,4.8200,3.7700,3.0818,3.0818,0
2026-04-01T21:51:02.707Z,1775080262707,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:51:03.274Z,1775080263274,gp,Tag in the middle - C3,4.4000,4.6600,4.8200,3.7700,0.9841,0.9841,0
2026-04-01T21:52:12.970Z,1775080332970,rssi,Tag in the middle - C3,3.9000,7.1500,4.8200,3.7700,3.5030,3.5030,0
2026-04-01T21:52:13.563Z,1775080333563,rssi,Tag in the middle - C3,3.7500,7.3400,4.8200,3.7700,3.7269,3.7269,0
2026-04-01T21:52:14.128Z,1775080334128,raw,Tag in the middle - C3,3.9000,7.1500,4.8200,3.7700,3.5030,3.5030,0
2026-04-01T21:52:14.680Z,1775080334680,raw,Tag in the middle - C3,3.7800,7.3200,4.8200,3.7700,3.6992,3.6992,0
2026-04-01T21:52:15.259Z,1775080335259,kalman,Tag in the middle - C3,3.8700,7.0400,4.8200,3.7700,3.4052,3.4052,0
2026-04-01T21:52:15.843Z,1775080335843,kalman,Tag in the middle - C3,3.7400,7.1800,4.8200,3.7700,3.5769,3.5769,0
2026-04-01T21:52:16.435Z,1775080336435,fp,Tag in the middle - C3,4.3050,6.9545,4.8200,3.7700,3.2259,3.2259,0
2026-04-01T21:52:17.001Z,1775080337001,gp,Tag in the middle - C3,4.1500,6.3800,4.8200,3.7700,2.6946,2.6946,0
2026-04-01T21:52:17.572Z,1775080337572,rssi,Tag in the middle - C3,3.8700,7.1800,4.8200,3.7700,3.5399,3.5399,0
2026-04-01T21:52:18.365Z,1775080338365,rssi,Tag in the middle - C3,3.7500,7.3400,4.8200,3.7700,3.7269,3.7269,0
2026-04-01T21:52:18.948Z,1775080338948,raw,Tag in the middle - C3,3.9000,7.1500,4.8200,3.7700,3.5030,3.5030,0
2026-04-01T21:52:19.532Z,1775080339532,raw,Tag in the middle - C3,3.7800,7.3200,4.8200,3.7700,3.6992,3.6992,0
2026-04-01T21:52:20.109Z,1775080340109,kalman,Tag in the middle - C3,3.8800,7.0800,4.8200,3.7700,3.4409,3.4409,0
2026-04-01T21:52:20.699Z,1775080340699,kalman,Tag in the middle - C3,3.7500,7.2400,4.8200,3.7700,3.6312,3.6312,0
2026-04-01T21:52:21.259Z,1775080341259,fp,Tag in the middle - C3,4.3050,6.9545,4.8200,3.7700,3.2259,3.2259,0
2026-04-01T21:52:21.822Z,1775080341822,gp,Tag in the middle - C3,4.1500,6.3800,4.8200,3.7700,2.6946,2.6946,0
2026-04-01T21:53:54.696Z,1775080434696,rssi,Tag in the middle - C3,3.8900,6.3100,4.8200,3.7700,2.7049,2.7049,0
2026-04-01T21:53:55.298Z,1775080435298,rssi,Tag in the middle - C3,3.8200,6.2700,4.8200,3.7700,2.6926,2.6926,0
2026-04-01T21:53:55.848Z,1775080435848,raw,Tag in the middle - C3,3.8600,6.4100,4.8200,3.7700,2.8091,2.8091,0
2026-04-01T21:53:56.405Z,1775080436405,raw,Tag in the middle - C3,3.7800,6.3500,4.8200,3.7700,2.7817,2.7817,0
2026-04-01T21:53:56.991Z,1775080436991,kalman,Tag in the middle - C3,3.8800,6.4800,4.8200,3.7700,2.8684,2.8684,0
2026-04-01T21:53:57.574Z,1775080437574,kalman,Tag in the middle - C3,3.8000,6.4500,4.8200,3.7700,2.8675,2.8675,0
2026-04-01T21:53:58.144Z,1775080438144,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:53:58.694Z,1775080438694,gp,Tag in the middle - C3,4.1900,4.4900,4.8200,3.7700,0.9567,0.9567,0
2026-04-01T21:53:59.244Z,1775080439244,rssi,Tag in the middle - C3,3.8800,6.3700,4.8200,3.7700,2.7647,2.7647,0
2026-04-01T21:53:59.801Z,1775080439801,rssi,Tag in the middle - C3,3.8000,6.3300,4.8200,3.7700,2.7557,2.7557,0
2026-04-01T21:54:00.631Z,1775080440631,raw,Tag in the middle - C3,3.8600,6.4100,4.8200,3.7700,2.8091,2.8091,0
2026-04-01T21:54:01.210Z,1775080441210,raw,Tag in the middle - C3,3.7800,6.3500,4.8200,3.7700,2.7817,2.7817,0
2026-04-01T21:54:01.766Z,1775080441766,kalman,Tag in the middle - C3,3.8700,6.4500,4.8200,3.7700,2.8434,2.8434,0
2026-04-01T21:54:02.517Z,1775080442517,kalman,Tag in the middle - C3,3.7900,6.4100,4.8200,3.7700,2.8338,2.8338,0
2026-04-01T21:54:03.081Z,1775080443081,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:54:03.648Z,1775080443648,gp,Tag in the middle - C3,4.1900,4.4900,4.8200,3.7700,0.9567,0.9567,0
2026-04-01T21:55:13.357Z,1775080513357,rssi,Tag in the middle - C3,4.0200,6.3900,4.8200,3.7700,2.7394,2.7394,0
2026-04-01T21:55:14.141Z,1775080514141,rssi,Tag in the middle - C3,4.0500,6.2300,4.8200,3.7700,2.5777,2.5777,0
2026-04-01T21:55:14.880Z,1775080514880,raw,Tag in the middle - C3,4.1600,6.1700,4.8200,3.7700,2.4891,2.4891,0
2026-04-01T21:55:15.443Z,1775080515443,raw,Tag in the middle - C3,4.1900,5.9900,4.8200,3.7700,2.3077,2.3077,0
2026-04-01T21:55:16.016Z,1775080516016,kalman,Tag in the middle - C3,4.0300,6.3400,4.8200,3.7700,2.6887,2.6887,0
2026-04-01T21:55:16.578Z,1775080516578,kalman,Tag in the middle - C3,4.0100,6.2400,4.8200,3.7700,2.5994,2.5994,0
2026-04-01T21:55:17.132Z,1775080517132,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:55:17.716Z,1775080517716,gp,Tag in the middle - C3,4.2700,4.4800,4.8200,3.7700,0.8981,0.8981,0
2026-04-01T21:55:18.302Z,1775080518302,rssi,Tag in the middle - C3,4.1000,6.2900,4.8200,3.7700,2.6208,2.6208,0
2026-04-01T21:55:18.884Z,1775080518884,rssi,Tag in the middle - C3,4.1500,6.0800,4.8200,3.7700,2.4052,2.4052,0
2026-04-01T21:55:19.479Z,1775080519479,raw,Tag in the middle - C3,4.1600,6.1700,4.8200,3.7700,2.4891,2.4891,0
2026-04-01T21:55:20.081Z,1775080520081,raw,Tag in the middle - C3,4.1900,5.9900,4.8200,3.7700,2.3077,2.3077,0
2026-04-01T21:55:20.668Z,1775080520668,kalman,Tag in the middle - C3,4.0800,6.2800,4.8200,3.7700,2.6168,2.6168,0
2026-04-01T21:55:21.266Z,1775080521266,kalman,Tag in the middle - C3,4.0800,6.1400,4.8200,3.7700,2.4828,2.4828,0
2026-04-01T21:55:21.835Z,1775080521835,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:55:22.455Z,1775080522455,gp,Tag in the middle - C3,4.2700,4.4800,4.8200,3.7700,0.8981,0.8981,0
2026-04-01T21:56:32.287Z,1775080592287,rssi,Tag in the middle - C3,4.5800,5.4600,4.8200,3.7700,1.7070,1.7070,0
2026-04-01T21:56:32.892Z,1775080592892,rssi,Tag in the middle - C3,4.7500,5.1200,4.8200,3.7700,1.3518,1.3518,0
2026-04-01T21:56:33.468Z,1775080593468,raw,Tag in the middle - C3,4.5800,5.4600,4.8200,3.7700,1.7070,1.7070,0
2026-04-01T21:56:34.054Z,1775080594054,raw,Tag in the middle - C3,4.8100,5.0100,4.8200,3.7700,1.2400,1.2400,0
2026-04-01T21:56:34.645Z,1775080594645,kalman,Tag in the middle - C3,4.4400,5.6800,4.8200,3.7700,1.9474,1.9474,0
2026-04-01T21:56:35.218Z,1775080595218,kalman,Tag in the middle - C3,4.6100,5.3200,4.8200,3.7700,1.5642,1.5642,0
2026-04-01T21:56:35.792Z,1775080595792,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:56:36.360Z,1775080596360,gp,Tag in the middle - C3,4.1000,3.5900,4.8200,3.7700,0.7422,0.7422,0
2026-04-01T21:56:36.930Z,1775080596930,rssi,Tag in the middle - C3,4.4800,5.6000,4.8200,3.7700,1.8613,1.8613,0
2026-04-01T21:56:37.698Z,1775080597698,rssi,Tag in the middle - C3,4.7500,5.1200,4.8200,3.7700,1.3518,1.3518,0
2026-04-01T21:56:38.270Z,1775080598270,raw,Tag in the middle - C3,4.5800,5.4600,4.8200,3.7700,1.7070,1.7070,0
2026-04-01T21:56:38.824Z,1775080598824,raw,Tag in the middle - C3,4.8100,5.0100,4.8200,3.7700,1.2400,1.2400,0
2026-04-01T21:56:39.384Z,1775080599384,kalman,Tag in the middle - C3,4.5000,5.5900,4.8200,3.7700,1.8479,1.8479,0
2026-04-01T21:56:39.961Z,1775080599961,kalman,Tag in the middle - C3,4.6900,5.2000,4.8200,3.7700,1.4359,1.4359,0
2026-04-01T21:56:40.549Z,1775080600549,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:56:41.135Z,1775080601135,gp,Tag in the middle - C3,4.1000,3.5900,4.8200,3.7700,0.7422,0.7422,0
2026-04-01T21:57:50.794Z,1775080670794,rssi,Tag in the middle - C3,4.1900,6.2000,4.8200,3.7700,2.5103,2.5103,0
2026-04-01T21:57:51.606Z,1775080671606,rssi,Tag in the middle - C3,4.2400,6.0400,4.8200,3.7700,2.3429,2.3429,0
2026-04-01T21:57:52.177Z,1775080672177,raw,Tag in the middle - C3,4.1900,6.2000,4.8200,3.7700,2.5103,2.5103,0
2026-04-01T21:57:52.957Z,1775080672957,raw,Tag in the middle - C3,4.2400,6.0400,4.8200,3.7700,2.3429,2.3429,0
2026-04-01T21:57:53.548Z,1775080673548,kalman,Tag in the middle - C3,4.2600,6.0600,4.8200,3.7700,2.3575,2.3575,0
2026-04-01T21:57:54.136Z,1775080674136,kalman,Tag in the middle - C3,4.3400,5.8500,4.8200,3.7700,2.1347,2.1347,0
2026-04-01T21:57:54.717Z,1775080674717,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:57:55.280Z,1775080675280,gp,Tag in the middle - C3,4.3200,3.8200,4.8200,3.7700,0.5025,0.5025,0
2026-04-01T21:57:55.843Z,1775080675843,rssi,Tag in the middle - C3,4.1900,6.2000,4.8200,3.7700,2.5103,2.5103,0
2026-04-01T21:57:56.614Z,1775080676614,rssi,Tag in the middle - C3,4.2400,6.0400,4.8200,3.7700,2.3429,2.3429,0
2026-04-01T21:57:57.393Z,1775080677393,raw,Tag in the middle - C3,4.1900,6.2000,4.8200,3.7700,2.5103,2.5103,0
2026-04-01T21:57:57.971Z,1775080677971,raw,Tag in the middle - C3,4.2400,6.0400,4.8200,3.7700,2.3429,2.3429,0
2026-04-01T21:57:58.547Z,1775080678547,kalman,Tag in the middle - C3,4.2300,6.1200,4.8200,3.7700,2.4229,2.4229,0
2026-04-01T21:57:59.098Z,1775080679098,kalman,Tag in the middle - C3,4.3000,5.9200,4.8200,3.7700,2.2120,2.2120,0
2026-04-01T21:57:59.669Z,1775080679669,fp,Tag in the middle - C3,4.3055,0.9935,4.8200,3.7700,2.8238,2.8238,0
2026-04-01T21:58:00.249Z,1775080680249,gp,Tag in the middle - C3,4.3200,3.8200,4.8200,3.7700,0.5025,0.5025,0
2026-04-01T21:59:33.033Z,1775080773033,rssi,Tag in the middle - C3,4.0800,5.9300,4.8200,3.7700,2.2832,2.2832,0
2026-04-01T21:59:33.649Z,1775080773649,rssi,Tag in the middle - C3,4.0900,5.5400,4.8200,3.7700,1.9146,1.9146,0
2026-04-01T21:59:34.234Z,1775080774234,raw,Tag in the middle - C3,3.9100,5.3000,4.8200,3.7700,1.7802,1.7802,0
2026-04-01T21:59:34.830Z,1775080774830,raw,Tag in the middle - C3,3.9200,4.9200,4.8200,3.7700,1.4603,1.4603,0
2026-04-01T21:59:35.461Z,1775080775461,kalman,Tag in the middle - C3,4.0100,5.5900,4.8200,3.7700,1.9921,1.9921,0
2026-04-01T21:59:36.226Z,1775080776226,kalman,Tag in the middle - C3,4.0500,5.2800,4.8200,3.7700,1.6950,1.6950,0
2026-04-01T21:59:36.859Z,1775080776859,fp,Tag in the middle - C3,4.3050,2.9805,4.8200,3.7700,0.9426,0.9426,0
2026-04-01T21:59:37.480Z,1775080777480,gp,Tag in the middle - C3,3.5700,1.8000,4.8200,3.7700,2.3331,2.3331,0
2026-04-01T21:59:38.060Z,1775080778060,rssi,Tag in the middle - C3,4.0200,5.6300,4.8200,3.7700,2.0247,2.0247,0
2026-04-01T21:59:38.653Z,1775080778653,rssi,Tag in the middle - C3,3.9900,5.1400,4.8200,3.7700,1.6018,1.6018,0
2026-04-01T21:59:39.254Z,1775080779254,raw,Tag in the middle - C3,3.9100,5.3000,4.8200,3.7700,1.7802,1.7802,0
2026-04-01T21:59:39.862Z,1775080779862,raw,Tag in the middle - C3,3.9200,4.9200,4.8200,3.7700,1.4603,1.4603,0
2026-04-01T21:59:40.437Z,1775080780437,kalman,Tag in the middle - C3,3.9700,5.4800,4.8200,3.7700,1.9096,1.9096,0
